Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	FC (UP-tag)	q-val (UP-tag)	FC (DN-tag)	q-val (DN-tag)
FK506	TM_0037	TIF4632_F1::PUB1_F3	TIF4632:PUB1	TIF4632	PUB1	YGL049C	YNL016W	-0.533564312792477	0.0106613402101404	-0.366858349654233	0.0288372865584871
FK506	TM_1141	DNF2_F1::DNF1_F3	DNF2:DNF1	DNF2	DNF1	YDR093W	YER166W	-0.267171848813909	0.00421364814094538	-0.261387920386488	0.0468689149449887
FK506	TM_0618	DRS2_F1::SEC7_F3	DRS2:SEC7	DRS2	SEC7	YAL026C	YDR170C	-0.424932609687049	0.00367430929465622	-0.359208414273137	0.00848838364828831
FK506	TM_1053	YBL029C-A_F1::HXT5_F3	YBL029C-A:HXT5	YBL029C-A	HXT5	YBL029C-A	YHR096C	-0.423751820117751	0.00186786079007665	-0.327143599771592	0.00642723627239665
FK506	TM_0102	HSP30_F1::FMP27_F3	HSP30:FMP27	HSP30	FMP27	YCR021C	YLR454W	-0.30992425642922	0.0351776030003392	-0.536866881876541	0.0183671040625662
FK506	TM_3803	ORM2_F1::ORM2_F3	ORM2:ORM2	ORM2	ORM2	YLR350W	YLR350W	-0.536917954790956	0.00218807814959253	-0.510786438547335	0.0161962127828091
FK506	TM_3414	CDC39_F1::CDC39_F3	CDC39:CDC39	CDC39	CDC39	YCR093W	YCR093W	-0.282673944315119	0.0454805195127874	-0.364350787934816	0.0347812049438779
FK506	TM_3567	ELP2_F1::ELP4_F3	ELP2:ELP4	ELP2	ELP4	YGR200C	YPL101W	-0.433600835968047	0.00565717083015542	-0.291154084208925	0.0435835316124165
FK506	TM_3281	VPS29_F1::VPS29_F3	VPS29:VPS29	VPS29	VPS29	YHR012W	YHR012W	-0.328995306210906	0.00281632520807385	-0.687972443813701	0.00425600600133833
FK506	TM_3215	FMP45_F1::HXT5_F3	FMP45:HXT5	FMP45	HXT5	YDL222C	YHR096C	-0.266649411103007	0.0347240468358454	-0.32851865360796	0.00976732498742316
FK506	TM_3170	ARF1_F1::EPT1_F3	ARF1:EPT1	ARF1	EPT1	YDL192W	YHR123W	-0.261365309186399	0.0153787065195057	-0.253477370795022	0.025776705792703
FK506	TM_2424	CIT2_F1::CIT2_F3	CIT2:CIT2	CIT2	CIT2	YCR005C	YCR005C	-0.751723894690821	5.33840125445469e-05	-0.338038277554066	0.00116778139941772
FK506	TM_2073	GPA2_F1::MUP1_F3	GPA2:MUP1	GPA2	MUP1	YER020W	YGR055W	-0.495851984247077	0.00416221970958207	-0.354267596050112	0.00831888201170206
FK506	TM_2395	PHO88_F1::ORM2_F3	PHO88:ORM2	PHO88	ORM2	YBR106W	YLR350W	-0.416980427055636	0.00910108318776728	-0.252151632520111	0.00642723627239665
FK506	TM_0745	ARF1_F1::SNA3_F3	ARF1:SNA3	ARF1	SNA3	YDL192W	YJL151C	-0.422868590097551	0.00277888682647653	-0.356282941607569	0.0347812049438779
CuSO4	TM_2424	CIT2_F1::CIT2_F3	CIT2:CIT2	CIT2	CIT2	YCR005C	YCR005C	-0.393465135804705	0.0337870194822909	-0.291216845853365	0.0468938233898545
doxorubicin	TM_3805	ARF1_F1::HXT1_F3	ARF1:HXT1	ARF1	HXT1	YDL192W	YHR094C	-0.487393616461024	0.00134747151676518	-0.433049241547083	0.000387539522497654
doxorubicin	TM_0764	NSR1_F1::DBP2_F3	NSR1:DBP2	NSR1	DBP2	YGR159C	YNL112W	-0.509951398186868	0.0016120754638772	-0.373912175250075	0.000538357170058703
doxorubicin	TM_0121	SNA3_F1::KES1_F3	SNA3:KES1	SNA3	KES1	YJL151C	YPL145C	-0.304189176643117	0.00122807760438685	-0.392485969302326	0.000589656806550167
doxorubicin	TM_2548	SHR3_F1::HIP1_F3	SHR3:HIP1	SHR3	HIP1	YDL212W	YGR191W	-0.33904759481347	0.00236210575216101	-0.308811333474702	0.0034626198531889
doxorubicin	TM_0526	SNA4_F1::KES1_F3	SNA4:KES1	SNA4	KES1	YDL123W	YPL145C	-0.328042315862145	0.00439360856551723	-0.418061355246076	0.00179991145740946
doxorubicin	TM_1523	YPI1_F1::SDS22_F3	YPI1:SDS22	YPI1	SDS22	YFR003C	YKL193C	-0.272767547644529	0.00164913582751269	-0.284764340817684	0.00232408363812342
doxorubicin	TM_3506	VPS24_F1::VPS24_F3	VPS24:VPS24	VPS24	VPS24	YKL041W	YKL041W	-0.55662322538366	0.00655583013061693	-0.426507342779939	0.0023391598320456
doxorubicin	TM_0098	LSM4_F1::PUB1_F3	LSM4:PUB1	LSM4	PUB1	YER112W	YNL016W	-0.438734986470175	0.00122807760438685	-0.284702206133364	0.013331278742617
doxorubicin	TM_0224	NSR1_F1::GAR1_F3	NSR1:GAR1	NSR1	GAR1	YGR159C	YHR089C	-0.378206420192937	0.00236210575216101	-0.289205252388177	0.015248042477208
doxorubicin	TM_3700	XPT1_F1::XPT1_F3	XPT1:XPT1	XPT1	XPT1	YJR133W	YJR133W	-0.332567229062066	0.0026483849554574	-0.310719896152541	0.0177581863134419
doxorubicin	TM_2182	NOC2_F1::HHO1_F3	NOC2:HHO1	NOC2	HHO1	YOR206W	YPL127C	-0.289291434220136	0.0259287903739994	-0.30428314000681	0.0272542167946196
doxorubicin	TM_0517	TPO1_F1::TPO3_F3	TPO1:TPO3	TPO1	TPO3	YLL028W	YPR156C	-0.42639988818541	0.0253335249920131	-0.36727908653226	0.0301827527031028
doxorubicin	TM_2278	RPB5_F1::RPA135_F3	RPB5:RPA135	RPB5	RPA135	YBR154C	YPR010C	-0.398291834974946	0.0122809391879409	-0.705071818532144	0.0301647872065882
doxorubicin	TM_3953	FMP45_F1::PST2_F3	FMP45:PST2	FMP45	PST2	YDL222C	YDR032C	-0.861974910545166	0.00113242289518956	-0.324941666389746	0.00231818635032628
doxorubicin	TM_2144	LYS21_F1::LYS20_F3	LYS21:LYS20	LYS21	LYS20	YDL131W	YDL182W	-0.44764603247361	0.0027800035180707	-0.375032189978317	0.0118037822400407
doxorubicin	TM_0081	SEC4_F1::HXT1_F3	SEC4:HXT1	SEC4	HXT1	YFL005W	YHR094C	-0.702420783998624	0.00122807760438685	-0.537988718726664	0.00106428946014813
doxorubicin	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	-0.54735600264609	0.00363977559805517	-0.418560977703688	0.00179991145740946
doxorubicin	TM_4022	INO1_F1::ADE17_F3	INO1:ADE17	INO1	ADE17	YJL153C	YMR120C	-0.459902552613023	0.0142351350231795	-0.721807575875021	0.00138593491434357
doxorubicin	TM_0130	TVP15_F1::YBT1_F3	TVP15:YBT1	TVP15	YBT1	YDR100W	YLL048C	-0.361376962729986	0.00984538226214849	-0.258071112785835	0.0123203411276159
doxorubicin	TM_0626	HUG1_F1::PGM2_F3	HUG1:PGM2	HUG1	PGM2	YML058W-A	YMR105C	-0.585480832598941	0.0159521409627102	-0.584531375406092	0.0227009170564121
doxorubicin	TM_4060	ERG25_F1::PHO88_F3	ERG25:PHO88	ERG25	PHO88	YGR060W	YBR106W	-0.736942811687955	0.00122807760438685	-0.613705793404495	0.000312998505565669
doxorubicin	TM_0347	WHI3_F1::PUB1_F3	WHI3:PUB1	WHI3	PUB1	YNL197C	YNL016W	-0.512532776601104	0.00020413431535691	-0.39559357108296	0.0010458622662057
doxorubicin	TM_0276	PEX11_F1::ARF3_F3	PEX11:ARF3	PEX11	ARF3	YOL147C	YOR094W	-0.638866078733255	0.00554642883911807	-0.535309834260856	0.00233644169960931
doxorubicin	TM_4027	PGM2_F1::VMA8_F3	PGM2:VMA8	PGM2	VMA8	YMR105C	YEL051W	-0.333592450601717	0.00363977559805517	-0.688710761648627	0.00564515594423673
doxorubicin	TM_0037	TIF4632_F1::PUB1_F3	TIF4632:PUB1	TIF4632	PUB1	YGL049C	YNL016W	-0.55349471097658	0.00699164709433851	-0.269956732779955	0.0427554869686548
doxorubicin	TM_0906	HHF1_F1::FPR4_F3	HHF1:FPR4	HHF1	FPR4	YBR009C	YLR449W	-0.405761132714423	0.00225828031179512	-0.536173772933122	0.0103204792929378
doxorubicin	TM_1049	GIS2_F1::DBP2_F3	GIS2:DBP2	GIS2	DBP2	YNL255C	YNL112W	-0.321016964756993	0.00164913582751269	-0.363732239229943	0.00649466660765518
doxorubicin	TM_0500	YBL029C-A_F1::GPX2_F3	YBL029C-A:GPX2	YBL029C-A	GPX2	YBL029C-A	YBR244W	-0.257468920576834	0.0375424159634338	-0.33302446986499	0.00656627014269796
doxorubicin	TM_1110	STV1_F1::VMA13_F3	STV1:VMA13	STV1	VMA13	YMR054W	YPR036W	-0.314998046171249	0.0144752691263004	-0.338156001366205	0.00670321335520876
doxorubicin	TM_0565	ERV25_F1::UIP4_F3	ERV25:UIP4	ERV25	UIP4	YML012W	YPL186C	-0.265712345098279	0.0392370723497431	-0.307588520068412	0.0422994016921166
doxorubicin	TM_1187	QCR9_F1::ALO1_F3	QCR9:ALO1	QCR9	ALO1	YGR183C	YML086C	-0.353108899540137	0.00292579426653988	-0.261684790981507	0.00743257420218308
doxorubicin	TM_3516	LSP1_F1::YGR130C_F3	LSP1:YGR130C	LSP1	YGR130C	YPL004C	YGR130C	-0.274397678219513	0.0251597331334678	-0.308825004156109	0.048604334875499
doxorubicin	TM_1538	VOA1_F1::VPH1_F3	VOA1:VPH1	VOA1	VPH1	YGR106C	YOR270C	-0.57156653426267	0.00020413431535691	-0.622614380081753	0.000538357170058703
doxorubicin	TM_2715	ACB1_F1::ADE17_F3	ACB1:ADE17	ACB1	ADE17	YGR037C	YMR120C	-0.37259301329849	0.00368680092261824	-0.393321382648232	0.000538357170058703
doxorubicin	TM_1562	ADE17_F1::YNL247W_F3	ADE17:YNL247W	ADE17	YNL247W	YMR120C	YNL247W	-0.282034254990204	0.0190638031869181	-0.32456403685161	0.0023391598320456
doxorubicin	TM_2875	HYR1_F1::ADE17_F3	HYR1:ADE17	HYR1	ADE17	YIR037W	YMR120C	-0.388847017904158	0.00277575803865421	-0.465547790470161	0.000235768013209876
doxorubicin	TM_0738	UBC13_F1::MMS2_F3	UBC13:MMS2	UBC13	MMS2	YDR092W	YGL087C	-0.263427221603454	0.00554642883911807	-0.363034568613061	0.0011515926780714
doxorubicin	TM_0631	PHO88_F1::SOP4_F3	PHO88:SOP4	PHO88	SOP4	YBR106W	YJL192C	-0.371588511650677	0.00451541899011547	-0.408002559239485	0.00233644169960931
doxorubicin	TM_3255	PHO88_F1::FCY2_F3	PHO88:FCY2	PHO88	FCY2	YBR106W	YER056C	-0.279601882873701	0.00269891996782186	-0.331298278837846	0.0114966195153044
doxorubicin	TM_3266	PHO88_F1::PHO88_F3	PHO88:PHO88	PHO88	PHO88	YBR106W	YBR106W	-0.396653265743545	0.000432402156962141	-0.781307552524316	1.8336171914849e-05
doxorubicin	TM_0893	PHO13_F1::URA4_F3	PHO13:URA4	PHO13	URA4	YDL236W	YLR420W	-0.480147021457645	0.00279200244108039	-0.32332904806908	0.00502351228713228
doxorubicin	TM_3637	RAD51_F1::RAD51_F3	RAD51:RAD51	RAD51	RAD51	YER095W	YER095W	-3.308850692414	0.00313021423498223	-4.17185611585727	0.000728646359353099
doxorubicin	TM_3188	ITR1_F1::ITR1_F3	ITR1:ITR1	ITR1	ITR1	YDR497C	YDR497C	-0.279868514493581	0.00279200244108039	-0.410802432997677	0.0010458622662057
doxorubicin	TM_3263	DEF1_F1::ADE17_F3	DEF1:ADE17	DEF1	ADE17	YKL054C	YMR120C	-0.530125551516305	0.00122807760438685	-0.418092979037398	0.001477465117771
doxorubicin	TM_3143	DID4_F1::SNF7_F3	DID4:SNF7	DID4	SNF7	YKL002W	YLR025W	-0.360666943809104	0.012680138459813	-0.374893735399434	0.0363947245968525
doxorubicin	TM_3252	PHO88_F1::OLE1_F3	PHO88:OLE1	PHO88	OLE1	YBR106W	YGL055W	-0.521394322704248	0.00533161015572497	-0.469875004082375	0.00860631549712659
doxorubicin	TM_2930	ERV29_F1::GTT1_F3	ERV29:GTT1	ERV29	GTT1	YGR284C	YIR038C	-0.329428662635191	0.0135353301738999	-0.605808964501319	0.0427554869686548
doxorubicin	TM_4176	VMA13_F1::VMA13_F3	VMA13:VMA13	VMA13	VMA13	YPR036W	YPR036W	-0.629943403721073	0.0030124000126089	-0.534786450789626	0.0021182840983011
doxorubicin	TM_2884	PMC1_F1::VPH1_F3	PMC1:VPH1	PMC1	VPH1	YGL006W	YOR270C	-0.29964035419755	0.00956811633291908	-0.280211117341148	0.0333244914349133
doxorubicin	TM_1127	DID4_F1::DID2_F3	DID4:DID2	DID4	DID2	YKL002W	YKR035W-A	-0.3889336692224	0.0026483849554574	-0.343259385279739	0.00235460948287833
doxorubicin	TM_1059	VMA6_F1::VMA13_F3	VMA6:VMA13	VMA6	VMA13	YLR447C	YPR036W	-0.782274670332695	0.00122807760438685	-0.403694210154326	0.0021182840983011
doxorubicin	TM_3617	GSY2_F1::ADE17_F3	GSY2:ADE17	GSY2	ADE17	YLR258W	YMR120C	-0.470175342779349	0.00169342690813337	-0.310131414571362	0.00328106428182677
doxorubicin	TM_3226	FMP45_F1::HXT1_F3	FMP45:HXT1	FMP45	HXT1	YDL222C	YHR094C	-0.328794773283057	0.0100274731614116	-0.462623741602133	0.00294658240632938
doxorubicin	TM_2946	HSP30_F1::HXT1_F3	HSP30:HXT1	HSP30	HXT1	YCR021C	YHR094C	-0.391507250913383	0.0209889386940408	-0.633188238966106	0.00564515594423673
doxorubicin	TM_3814	PGM2_F1::PGM2_F3	PGM2:PGM2	PGM2	PGM2	YMR105C	YMR105C	-0.364315556227618	0.0202207621202224	-0.278809937635053	0.00757017388627649
doxorubicin	TM_1249	TPO2_F1::HXT1_F3	TPO2:HXT1	TPO2	HXT1	YGR138C	YHR094C	-0.634949646136596	0.000432402156962141	-0.396153004819624	0.000538357170058703
doxorubicin	TM_2424	CIT2_F1::CIT2_F3	CIT2:CIT2	CIT2	CIT2	YCR005C	YCR005C	-1.14058142557622	3.00857234081066e-06	-0.773643390822993	1.8336171914849e-05
doxorubicin	TM_2192	PHO13_F1::ADE17_F3	PHO13:ADE17	PHO13	ADE17	YDL236W	YMR120C	-0.314293225216341	0.0127521122680376	-0.436816842447488	0.000338133703558147
doxorubicin	TM_2570	PHO88_F1::SHR3_F3	PHO88:SHR3	PHO88	SHR3	YBR106W	YDL212W	-0.488395162051008	0.00388441326614712	-0.399413970834907	0.000674875721520502
doxorubicin	TM_2086	DID2_F1::DID2_F3	DID2:DID2	DID2	DID2	YKR035W-A	YKR035W-A	-0.366607871251743	0.00153963040802441	-0.513306806848897	0.000589656806550167
doxorubicin	TM_2528	CCW12_F1::ORM2_F3	CCW12:ORM2	CCW12	ORM2	YLR110C	YLR350W	-0.678298985044593	0.011483583727924	-0.414388065860823	0.00262136118321315
doxorubicin	TM_2185	SNA4_F1::HXT1_F3	SNA4:HXT1	SNA4	HXT1	YDL123W	YHR094C	-0.510409962539565	0.00122807760438685	-0.799562040107203	0.000126928480414754
doxorubicin	TM_0669	ERP1_F1::ERG26_F3	ERP1:ERG26	ERP1	ERG26	YAR002C-A	YGL001C	-0.277839774592117	0.00320386429051926	-0.348075968166551	0.0023391598320456
doxorubicin	TM_1847	PST2_F1::ADE17_F3	PST2:ADE17	PST2	ADE17	YDR032C	YMR120C	-0.312583386620458	0.0034112971601644	-0.294298517508134	0.00262136118321315
doxorubicin	TM_2017	GPX2_F1::HNM1_F3	GPX2:HNM1	GPX2	HNM1	YBR244W	YGL077C	-0.402868770758721	0.00950823792085516	-0.397505854616528	0.0038384545980307
doxorubicin	TM_2199	LYS21_F1::LYS21_F3	LYS21:LYS21	LYS21	LYS21	YDL131W	YDL131W	-0.523816666638755	0.00463870149692689	-0.280910277192651	0.00346620097669303
doxorubicin	TM_1762	HUG1_F1::ADE17_F3	HUG1:ADE17	HUG1	ADE17	YML058W-A	YMR120C	-0.817170916829257	0.00113242289518956	-0.627649133248575	0.000338133703558147
doxorubicin	TM_1827	ARC18_F1::HUG1_F3	ARC18:HUG1	ARC18	HUG1	YLR370C	YML058W-A	-0.289012751685892	0.0363967124674682	-0.420757416011226	0.00462013986171065
1181-0519	TM_2318	PST2_F1::THI7_F3	PST2:THI7	PST2	THI7	YDR032C	YLR237W	-0.272311414180798	0.0127809594307096	-0.294284990521355	0.0232281177258053
1181-0519	TM_0035	SLC1_F1::AYR1_F3	SLC1:AYR1	SLC1	AYR1	YDL052C	YIL124W	-0.29378335323012	0.0457500592813193	-0.32959973631014	0.00688625080814072
1181-0519	TM_0224	NSR1_F1::GAR1_F3	NSR1:GAR1	NSR1	GAR1	YGR159C	YHR089C	-0.292919654187621	0.00505100755825711	-0.279330349171543	0.0234348009231539
1181-0519	TM_2351	CHS3_F1::KEX1_F3	CHS3:KEX1	CHS3	KEX1	YBR023C	YGL203C	-0.402528513347498	0.00173065472928633	-0.624979139267419	0.00350232264070089
1181-0519	TM_0235	UFD1_F1::UBX2_F3	UFD1:UBX2	UFD1	UBX2	YGR048W	YML013W	-0.422292322531245	0.00826574362390694	-0.319075526420045	0.0453898915435147
1181-0519	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	-0.477693664268131	0.0146983261452395	-0.267424710655506	0.0307017483757977
1181-0519	TM_0046	EMP70_F1::BSC6_F3	EMP70:BSC6	EMP70	BSC6	YLR083C	YOL137W	-0.431380139650344	0.0214267720362176	-0.366164896785765	0.0102641659629127
1181-0519	TM_3905	SLC1_F1::RER2_F3	SLC1:RER2	SLC1	RER2	YDL052C	YBR002C	-0.323439232617423	0.0143417744418774	-0.487697012466667	0.000804929899318718
1181-0519	TM_3994	SCS7_F1::ERV25_F3	SCS7:ERV25	SCS7	ERV25	YMR272C	YML012W	-0.417449578212116	0.00189841554191087	-0.408042743466389	0.0103513538469498
1181-0519	TM_1044	KEX1_F1::KEX2_F3	KEX1:KEX2	KEX1	KEX2	YGL203C	YNL238W	-0.594485522748244	0.00478271308705968	-0.294612210188216	0.00921726499574975
1181-0519	TM_3898	KEX1_F1::TVP15_F3	KEX1:TVP15	KEX1	TVP15	YGL203C	YDR100W	-0.725869359144033	0.000944700769687864	-0.257741233618233	0.00921726499574975
1181-0519	TM_0509	KEX1_F1::ARF1_F3	KEX1:ARF1	KEX1	ARF1	YGL203C	YDL192W	-0.671176908608032	0.00109870503337707	-0.261599659520567	0.00795165538701771
1181-0519	TM_1008	KEX1_F1::PEP1_F3	KEX1:PEP1	KEX1	PEP1	YGL203C	YBL017C	-0.279968937217802	0.00601122789924922	-0.49374342625544	0.00665503620883015
1181-0519	TM_3688	ERG7_F1::RER2_F3	ERG7:RER2	ERG7	RER2	YHR072W	YBR002C	-0.51224905717077	0.0255137261400952	-0.30411471022401	0.00726005582748837
1181-0519	TM_0090	KEX1_F1::VMA7_F3	KEX1:VMA7	KEX1	VMA7	YGL203C	YGR020C	-0.266747165702206	0.00899551283537246	-0.365995414437396	0.00795165538701771
1181-0519	TM_4188	SCS7_F1::SSH1_F3	SCS7:SSH1	SCS7	SSH1	YMR272C	YBR283C	-0.438916098152072	0.00821448987069239	-0.293942574975437	0.017852959452847
1181-0519	TM_1247	GLN3_F1::URE2_F3	GLN3:URE2	GLN3	URE2	YER040W	YNL229C	-0.3050768783568	0.00505100755825711	-0.272289863301509	0.0456381150035142
1181-0519	TM_0909	SCS7_F1::CAB3_F3	SCS7:CAB3	SCS7	CAB3	YMR272C	YKL088W	-0.310308436066137	0.00677409570623589	-0.50820126174693	0.00292662656653784
1181-0519	TM_0404	PEP1_F1::GGA2_F3	PEP1:GGA2	PEP1	GGA2	YBL017C	YHR108W	-0.326621181409354	0.0361619938046786	-0.416572339487265	0.0189307515063137
1181-0519	TM_0566	SSH1_F1::VHS3_F3	SSH1:VHS3	SSH1	VHS3	YBR283C	YOR054C	-0.425709766380869	0.0148064963415795	-0.281676143339205	0.00927362180828625
1181-0519	TM_0102	HSP30_F1::FMP27_F3	HSP30:FMP27	HSP30	FMP27	YCR021C	YLR454W	-0.42353414222881	0.0322814732274835	-0.461169470945549	0.0342487835356664
1181-0519	TM_1150	YMR010W_F1::YMR010W_F3	YMR010W:YMR010W	YMR010W	YMR010W	YMR010W	YMR010W	-0.529338029113321	0.000944700769687864	-0.704162961118667	0.000804929899318718
1181-0519	TM_0755	TVP15_F1::YMR010W_F3	TVP15:YMR010W	TVP15	YMR010W	YDR100W	YMR010W	-0.454161646777704	0.00117048304260788	-0.488580559643372	0.00112523947848376
1181-0519	TM_3814	PGM2_F1::PGM2_F3	PGM2:PGM2	PGM2	PGM2	YMR105C	YMR105C	-0.342568119767094	0.0247398389985402	-0.429759133451544	0.00665503620883015
1181-0519	TM_2252	CHS3_F1::DNF1_F3	CHS3:DNF1	CHS3	DNF1	YBR023C	YER166W	-0.454330205137072	0.00422554633907049	-0.268096311940536	0.0310850931974528
atorvastatin	TM_1345	MET3_F1::MET3_F3	MET3:MET3	MET3	MET3	YJR010W	YJR010W	-0.335751364517552	0.00192529844689318	-0.371705404194946	0.00198969638919298
atorvastatin	TM_3802	OLE1_F1::OLE1_F3	OLE1:OLE1	OLE1	OLE1	YGL055W	YGL055W	-0.440531603970379	0.00162454305270642	-0.47227273440112	0.00412424730878874
atorvastatin	TM_3747	MUP1_F1::MUP1_F3	MUP1:MUP1	MUP1	MUP1	YGR055W	YGR055W	-0.262817649286777	0.00526278416285339	-0.367573901034733	0.00200967296834556
atorvastatin	TM_0121	SNA3_F1::KES1_F3	SNA3:KES1	SNA3	KES1	YJL151C	YPL145C	-0.258364539396972	0.00373657785885126	-0.404851909113415	0.00162912345353344
atorvastatin	TM_0009	SLC1_F1::SNA3_F3	SLC1:SNA3	SLC1	SNA3	YDL052C	YJL151C	-0.339703310243856	0.00359684126957626	-0.40407205805851	0.00195250352057304
atorvastatin	TM_0223	SNA3_F1::LOA1_F3	SNA3:LOA1	SNA3	LOA1	YJL151C	YPR139C	-0.294622084877714	0.0118690616126121	-0.37239941740834	0.0123973899290871
atorvastatin	TM_0035	SLC1_F1::AYR1_F3	SLC1:AYR1	SLC1	AYR1	YDL052C	YIL124W	-0.37006756688589	0.0231710731762556	-0.44328259856433	0.00179358479632244
atorvastatin	TM_0190	ARC35_F1::ARC40_F3	ARC35:ARC40	ARC35	ARC40	YNR035C	YBR234C	-0.333506181730499	0.00162454305270642	-0.28944036829213	0.0101088677226872
atorvastatin	TM_3905	SLC1_F1::RER2_F3	SLC1:RER2	SLC1	RER2	YDL052C	YBR002C	-0.410530182992417	0.0160409601320111	-0.433606677060038	0.0017120286873254
atorvastatin	TM_3829	SNA3_F1::AYR1_F3	SNA3:AYR1	SNA3	AYR1	YJL151C	YIL124W	-0.479809008221316	0.000846426568157426	-0.892063241454151	0.000130549516504454
atorvastatin	TM_3335	FAT1_F1::RER2_F3	FAT1:RER2	FAT1	RER2	YBR041W	YBR002C	-0.498245004578447	0.0113869522802802	-0.609267705607468	0.00609563664959271
atorvastatin	TM_0488	SNA3_F1::RER2_F3	SNA3:RER2	SNA3	RER2	YJL151C	YBR002C	-0.46003884959651	0.00125558820582801	-0.364470761637442	0.00919754747367951
atorvastatin	TM_2718	MUP1_F1::HXT1_F3	MUP1:HXT1	MUP1	HXT1	YGR055W	YHR094C	-0.417602828767855	0.00162454305270642	-0.410924900021216	0.00345491787661182
atorvastatin	TM_3411	EHT1_F1::SNA3_F3	EHT1:SNA3	EHT1	SNA3	YBR177C	YJL151C	-0.609637585801339	0.00945163798138949	-0.429894606100842	0.0054689271650588
atorvastatin	TM_2080	SNA3_F1::SNA3_F3	SNA3:SNA3	SNA3	SNA3	YJL151C	YJL151C	-0.294642137098132	0.00719634923629765	-0.277189749460796	0.00458188719757622
H2O2	TM_3301	PCS60_F1::PCS60_F3	PCS60:PCS60	PCS60	PCS60	YBR222C	YBR222C	-0.35146954445335	0.00038973691572374	-0.85148184527395	2.36456342143258e-05
